product_type,external_temp,current_room_temp,humidity,volume_kg,packaging_type,storage_time_hr,airflow_rating,ideal_room_temp
curd,23.89,13.14,37.39,83.36,metal,17.0,poor,3.79
curd,36.85,15.22,53.37,66.59,glass,46.0,good,5.15
flavored_beverage,30.56,0.71,48.96,33.12,plastic,42.2,poor,5.57
cheese,36.56,1.38,70.37,76.38,plastic,40.3,good,7.67
cheese,27.61,1.45,34.71,6.9,tetrapack,37.6,moderate,8.64
cheese,30.17,3.96,33.01,75.26,metal,12.3,moderate,7.51
curd,38.6,19.1,56.04,54.63,plastic,6.3,good,4.57
curd,28.13,8.52,74.42,22.85,metal,29.9,moderate,4.23
cheese,37.84,5.13,82.32,38.77,tetrapack,7.6,moderate,9.9
cheese,22.01,19.21,61.51,76.57,metal,48.0,poor,8.2
cheese,28.54,9.9,42.88,29.71,plastic,16.9,good,7.82
cheese,34.59,3.7,68.66,72.34,tetrapack,32.1,moderate,7.87
milk,32.24,12.02,36.07,46.64,glass,12.7,good,2.97
flavored_beverage,21.83,17.95,52.6,20.06,tetrapack,5.1,moderate,6.04
milk,25.13,19.03,37.08,79.9,glass,68.4,good,4.3
ice-cream,42.63,14.21,40.65,74.85,plastic,14.0,good,-17.44
butter,37.69,3.97,66.85,3.38,plastic,36.4,moderate,5.94
butter,26.22,2.46,71.82,15.13,tetrapack,9.6,moderate,6.36
cheese,41.73,2.74,57.61,45.55,tetrapack,70.1,poor,8.85
curd,31.9,4.45,70.08,5.01,glass,7.8,moderate,4.09
cheese,37.73,8.42,65.5,83.99,metal,28.2,poor,7.88
milk,20.65,15.8,68.95,93.7,plastic,67.4,good,4.36
butter,36.17,13.92,44.41,31.87,tetrapack,47.3,good,5.48
curd,32.96,18.38,69.99,20.95,tetrapack,11.2,moderate,4.6
butter,44.96,12.62,49.45,53.01,glass,32.7,moderate,7.15
butter,30.57,10.42,31.29,45.69,metal,70.2,poor,6.44
butter,34.31,1.9,73.01,99.1,tetrapack,50.5,poor,6.79
curd,40.07,5.39,47.8,90.7,plastic,61.9,moderate,5.18
ice-cream,42.12,0.6,46.57,37.61,plastic,21.7,moderate,-17.9
flavored_beverage,26.33,8.81,71.8,14.24,glass,71.3,poor,4.73
cheese,25.07,18.82,47.31,54.4,glass,14.9,poor,9.99
milk,22.2,5.96,88.61,38.17,glass,46.4,good,2.72
ice-cream,42.24,7.86,66.93,79.05,glass,69.3,poor,-18.99
ice-cream,24.85,18.15,46.07,33.27,plastic,68.0,poor,-18.09
ice-cream,34.88,12.58,74.48,40.11,plastic,34.8,moderate,-17.35
milk,33.52,3.37,56.68,3.67,tetrapack,18.5,poor,3.96
butter,32.28,5.94,40.41,32.36,tetrapack,38.5,moderate,5.25
cheese,42.74,5.05,39.54,93.65,tetrapack,68.3,good,8.09
milk,44.9,15.15,84.82,24.75,tetrapack,8.9,moderate,4.4
flavored_beverage,40.58,13.81,89.61,16.54,tetrapack,19.7,moderate,5.32
butter,44.75,14.73,49.99,61.26,metal,27.4,moderate,6.96
curd,30.65,12.72,85.16,24.71,tetrapack,59.1,moderate,3.71
ice-cream,39.57,16.1,77.57,1.94,plastic,37.8,moderate,-18.05
flavored_beverage,39.84,12.19,79.63,46.81,glass,19.0,moderate,5.23
ice-cream,41.75,14.48,73.25,51.05,tetrapack,11.8,poor,-17.99
milk,35.88,8.55,58.99,17.52,metal,18.8,poor,3.41
curd,25.56,6.6,32.1,98.78,metal,64.7,good,4.78
butter,43.68,12.12,52.06,50.18,glass,32.3,moderate,5.95
cheese,44.9,19.68,71.12,9.52,plastic,64.3,moderate,9.91
butter,40.05,12.35,88.75,76.96,tetrapack,19.3,good,6.49
milk,41.91,4.85,41.91,33.81,tetrapack,2.0,good,2.72
cheese,21.18,1.29,77.7,43.48,metal,55.3,poor,9.77
butter,38.23,19.1,40.45,1.18,metal,54.7,poor,5.96
flavored_beverage,27.61,7.88,86.79,56.65,glass,58.4,good,6.27
cheese,43.56,14.69,40.8,79.65,metal,39.8,good,9.92
milk,28.89,14.75,44.34,17.54,glass,48.4,moderate,3.9
curd,36.54,2.78,41.75,79.45,glass,15.2,good,4.86
milk,44.02,6.93,73.71,69.2,tetrapack,42.3,moderate,2.89
ice-cream,44.91,8.91,52.61,92.79,glass,39.0,good,-18.78
cheese,38.65,7.83,86.7,29.35,plastic,68.9,good,8.87
milk,39.01,10.54,61.33,25.09,plastic,65.3,good,4.04
ice-cream,30.85,19.36,55.08,60.72,tetrapack,11.6,good,-18.2
butter,33.72,1.43,68.14,53.36,metal,17.0,moderate,5.97
flavored_beverage,25.25,0.97,51.71,37.27,tetrapack,30.6,poor,4.93
butter,35.6,11.31,64.99,42.91,metal,38.4,good,6.4
butter,43.91,1.14,57.08,40.67,metal,47.6,moderate,6.71
milk,35.4,19.76,30.39,54.95,tetrapack,3.5,good,3.04
butter,36.4,8.76,37.08,15.51,metal,1.8,moderate,6.1
curd,34.12,4.02,52.39,35.4,tetrapack,47.7,good,4.37
milk,43.56,11.26,88.52,6.95,tetrapack,60.6,moderate,3.21
ice-cream,44.95,13.35,63.72,23.26,tetrapack,19.5,moderate,-18.97
ice-cream,23.14,17.37,47.44,6.37,plastic,11.8,good,-18.31
cheese,27.65,11.66,64.59,6.78,metal,35.3,good,7.39
milk,30.71,19.57,47.96,89.19,glass,7.0,good,3.9
butter,20.48,0.39,48.6,14.4,metal,10.3,good,6.05
ice-cream,39.23,1.39,77.55,97.08,plastic,28.3,good,-18.29
cheese,26.29,6.34,66.46,46.61,metal,46.9,moderate,9.26
flavored_beverage,28.1,6.61,77.65,8.92,tetrapack,52.5,poor,5.4
curd,35.2,2.26,70.52,63.83,tetrapack,12.6,poor,3.92
milk,31.14,6.44,75.33,44.31,tetrapack,68.7,good,4.11
curd,30.71,16.78,69.16,3.73,glass,7.1,good,3.97
cheese,27.55,6.68,69.58,54.17,metal,19.5,poor,7.52
butter,37.19,10.43,55.89,9.51,glass,60.3,moderate,6.41
butter,41.2,6.64,63.39,82.76,glass,64.2,poor,7.21
curd,25.94,0.53,84.64,43.81,plastic,33.1,moderate,4.57
cheese,38.23,10.94,64.78,14.97,glass,43.7,good,8.17
flavored_beverage,26.36,16.79,82.89,25.2,plastic,4.8,poor,5.89
cheese,40.3,12.01,35.08,81.2,metal,41.6,good,7.82
curd,38.69,16.48,88.21,39.6,glass,65.4,poor,4.43
milk,25.73,16.24,34.67,81.63,plastic,39.0,poor,3.26
butter,28.5,1.23,63.45,86.37,plastic,70.1,good,5.79
milk,33.76,3.85,50.52,67.53,tetrapack,22.3,moderate,2.58
curd,38.02,0.69,33.35,65.59,plastic,8.5,good,3.92
curd,30.08,5.46,42.29,88.75,plastic,39.4,moderate,4.99
ice-cream,34.15,18.5,69.92,20.68,plastic,70.1,moderate,-17.15
ice-cream,43.85,7.01,50.22,39.36,metal,53.5,good,-19.12
butter,27.21,9.98,79.6,62.9,plastic,5.4,poor,5.58
milk,23.58,1.03,46.77,28.84,metal,69.8,moderate,2.26
ice-cream,31.51,8.85,77.83,91.49,tetrapack,36.6,good,-18.89
flavored_beverage,25.1,15.47,31.6,81.42,glass,30.0,poor,4.46
milk,36.8,7.14,83.6,99.97,tetrapack,39.0,moderate,3.26
ice-cream,33.69,18.68,30.85,93.27,plastic,61.8,poor,-18.5
milk,38.07,13.46,72.49,22.72,glass,63.1,poor,3.19
cheese,41.91,5.38,48.67,60.06,tetrapack,1.5,poor,8.63
ice-cream,20.43,8.54,65.3,44.31,tetrapack,35.7,good,-18.24
flavored_beverage,43.2,10.49,86.36,51.48,metal,66.9,poor,6.47
milk,41.11,2.63,72.39,94.79,glass,16.6,poor,3.5
cheese,28.38,19.48,31.99,42.16,glass,28.9,good,9.24
curd,30.78,8.53,39.45,64.67,metal,63.2,good,4.33
curd,30.56,11.75,77.36,84.37,glass,15.5,good,3.51
ice-cream,34.08,3.27,81.75,53.42,glass,34.9,good,-18.18
butter,32.19,17.24,59.95,59.84,tetrapack,43.1,good,6.35
curd,40.89,6.8,63.36,7.5,plastic,44.7,moderate,4.43
butter,23.3,1.36,57.82,94.73,metal,54.3,moderate,6.2
milk,26.32,4.74,57.44,49.35,plastic,19.1,moderate,3.92
milk,34.27,4.72,88.13,70.95,glass,20.9,moderate,3.45
curd,32.32,3.32,51.54,70.11,metal,20.1,good,4.91
butter,37.29,7.87,41.74,55.04,glass,40.9,poor,5.4
milk,43.19,11.95,40.59,11.03,plastic,9.8,poor,3.33
flavored_beverage,36.23,16.23,36.26,69.09,plastic,55.3,moderate,5.26
cheese,42.86,12.71,38.98,97.49,metal,31.4,poor,7.51
ice-cream,23.04,2.6,43.28,5.19,glass,54.6,poor,-18.15
flavored_beverage,22.88,4.92,53.19,21.41,metal,37.5,good,4.3
milk,44.74,9.36,66.13,16.82,glass,62.7,moderate,3.95
butter,32.72,19.57,42.82,5.06,metal,57.4,good,5.56
flavored_beverage,42.61,16.17,59.84,33.58,tetrapack,28.0,poor,5.11
curd,38.01,1.42,72.84,47.19,metal,64.3,moderate,4.45
butter,40.97,17.24,39.09,49.98,glass,18.2,good,6.77
flavored_beverage,31.74,11.41,88.18,12.31,plastic,67.8,moderate,5.09
butter,41.71,12.99,59.61,62.16,plastic,49.3,good,6.31
flavored_beverage,42.55,19.37,36.11,54.69,plastic,52.0,poor,4.53
flavored_beverage,43.21,10.9,69.9,14.41,glass,38.0,poor,4.44
milk,31.15,9.89,46.77,60.97,metal,55.5,good,2.58
flavored_beverage,37.01,17.68,63.64,84.0,metal,62.6,good,6.17
cheese,38.74,2.77,68.24,45.33,plastic,24.1,moderate,8.88
flavored_beverage,26.07,17.18,32.77,1.08,tetrapack,55.2,moderate,4.33
cheese,28.59,0.35,66.56,78.39,glass,60.3,moderate,8.11
milk,27.34,2.4,68.33,79.12,tetrapack,42.8,moderate,2.44
curd,29.56,2.63,85.26,50.65,plastic,19.6,poor,4.0
butter,34.72,4.28,81.27,73.99,tetrapack,32.4,poor,6.06
milk,22.65,14.05,49.22,57.44,plastic,15.3,poor,3.12
curd,22.31,19.18,89.99,67.4,glass,12.8,poor,4.9
butter,23.32,11.99,75.27,69.63,glass,57.4,moderate,5.41
curd,23.29,19.21,76.89,76.0,metal,38.5,poor,4.02
cheese,41.96,4.09,83.96,57.15,tetrapack,54.9,poor,9.57
cheese,25.49,7.57,43.9,47.32,glass,9.3,moderate,8.34
cheese,29.28,16.88,70.34,3.8,plastic,50.6,moderate,8.81
curd,34.31,10.5,51.63,50.55,metal,5.9,poor,4.37
ice-cream,36.04,5.44,36.21,69.17,plastic,34.9,good,-18.46
cheese,43.51,7.65,71.27,61.89,glass,67.2,moderate,7.43
cheese,24.85,11.32,51.52,78.75,glass,13.9,moderate,9.39
ice-cream,22.51,18.38,79.02,2.89,tetrapack,46.0,moderate,-17.99
ice-cream,44.88,1.33,57.71,31.58,tetrapack,14.3,moderate,-18.8
butter,38.61,17.14,60.1,2.65,metal,40.0,poor,6.56
ice-cream,35.05,4.55,57.91,52.9,metal,47.1,moderate,-18.05
butter,38.21,18.3,40.04,82.4,metal,33.8,poor,7.27
flavored_beverage,29.98,19.96,44.29,6.55,metal,13.9,good,4.69
ice-cream,26.27,9.62,42.62,4.64,metal,52.7,poor,-19.14
butter,28.57,11.37,65.46,10.02,plastic,41.7,moderate,6.24
ice-cream,38.77,19.44,48.7,15.02,tetrapack,56.3,good,-18.49
curd,42.42,0.03,53.59,62.07,tetrapack,23.2,poor,3.55
butter,26.89,12.15,72.37,2.94,glass,46.2,good,6.43
flavored_beverage,21.3,15.08,52.13,73.88,glass,2.3,good,5.14
ice-cream,34.11,14.22,39.42,23.12,tetrapack,42.6,moderate,-17.83
milk,40.16,12.72,63.93,80.67,glass,45.6,poor,3.1
butter,41.56,4.23,46.82,66.07,metal,34.6,good,6.87
curd,25.15,10.91,40.91,55.2,glass,71.2,moderate,4.28
milk,20.09,8.16,57.06,81.12,glass,34.6,good,2.62
butter,35.87,19.2,46.8,18.96,tetrapack,9.4,moderate,5.41
flavored_beverage,29.76,10.0,82.87,89.0,glass,33.0,poor,4.8
cheese,29.85,7.73,89.12,84.56,glass,7.0,good,9.11
butter,42.19,10.66,44.48,90.71,tetrapack,20.4,moderate,6.93
flavored_beverage,22.37,10.18,46.8,33.1,metal,21.0,moderate,4.28
milk,32.31,12.42,73.05,68.91,metal,67.4,good,3.41
milk,25.87,5.76,43.31,36.43,plastic,12.0,good,3.83
flavored_beverage,40.74,4.8,81.1,26.66,tetrapack,7.3,poor,4.42
cheese,41.22,6.63,47.64,47.04,tetrapack,18.5,good,9.94
curd,23.67,7.57,62.36,64.47,metal,9.5,moderate,3.49
flavored_beverage,26.24,12.91,57.4,4.99,glass,43.9,poor,4.3
curd,26.67,11.51,80.96,24.39,tetrapack,37.4,moderate,3.98
milk,30.16,19.83,86.99,2.15,glass,68.1,good,2.9
curd,41.77,0.46,48.62,7.23,tetrapack,35.7,poor,4.41
ice-cream,29.15,18.55,77.95,3.6,metal,34.4,poor,-18.55
ice-cream,30.04,7.02,84.98,94.01,tetrapack,29.6,moderate,-18.61
curd,44.05,1.12,75.64,99.3,glass,7.2,poor,3.98
butter,30.96,19.0,41.78,47.25,glass,16.5,moderate,6.17
butter,37.36,11.9,40.01,50.86,metal,28.1,good,6.77
cheese,21.74,0.13,68.83,91.17,glass,5.4,poor,9.83
ice-cream,43.22,19.33,38.37,68.83,tetrapack,39.4,good,-19.01
butter,43.03,11.24,71.71,84.76,glass,21.5,poor,5.85
flavored_beverage,38.43,5.38,41.83,67.17,metal,54.9,good,4.9
flavored_beverage,42.3,10.69,48.27,60.26,plastic,11.7,poor,6.18
milk,32.55,1.97,71.35,22.34,tetrapack,67.9,moderate,3.5
cheese,33.48,12.8,72.1,33.51,metal,34.1,moderate,9.07
flavored_beverage,23.0,1.29,38.85,91.52,plastic,39.3,poor,5.17
curd,31.54,10.27,50.05,52.91,metal,4.9,poor,4.35
butter,38.8,8.51,55.45,88.29,metal,11.2,good,5.59
milk,40.71,1.44,34.72,78.35,tetrapack,47.0,good,3.62
curd,24.52,18.68,77.79,61.49,metal,44.6,good,4.22
flavored_beverage,37.84,3.88,70.15,41.56,glass,5.4,poor,6.04
cheese,44.38,4.99,34.96,36.5,metal,23.7,good,7.56
curd,20.75,8.65,42.34,57.21,tetrapack,38.2,poor,3.77
cheese,40.04,5.68,63.37,77.86,metal,23.5,moderate,9.56
ice-cream,33.45,7.28,84.3,67.93,glass,36.2,good,-18.04
milk,39.2,2.68,50.02,87.81,tetrapack,63.5,good,2.94
curd,44.55,15.91,65.58,80.9,tetrapack,11.9,good,4.89
milk,21.26,18.87,43.16,42.07,plastic,53.4,good,3.38
cheese,27.75,12.93,89.11,87.21,plastic,69.8,good,7.71
cheese,30.83,14.76,45.59,64.68,glass,66.4,poor,7.58
flavored_beverage,25.01,3.91,33.99,26.04,plastic,46.6,good,4.76
ice-cream,36.18,4.18,43.79,88.45,metal,68.2,moderate,-18.06
cheese,28.37,14.82,51.23,57.71,metal,18.6,poor,9.74
milk,40.95,17.13,64.25,42.77,metal,28.3,good,3.25
milk,35.05,18.89,73.34,74.89,metal,34.9,poor,3.2
ice-cream,37.19,10.25,73.69,95.45,tetrapack,25.6,poor,-18.33
milk,38.62,3.12,71.18,85.93,tetrapack,36.5,good,3.17
cheese,24.49,9.44,33.03,22.21,plastic,43.9,good,9.38
cheese,29.2,15.11,62.01,25.04,glass,41.6,moderate,8.34
cheese,24.3,17.77,83.69,2.09,metal,60.1,moderate,8.45
ice-cream,36.31,1.85,68.45,8.84,plastic,9.0,moderate,-18.75
flavored_beverage,36.45,8.39,58.46,70.49,metal,38.4,poor,6.16
cheese,32.53,6.24,51.47,58.85,metal,9.8,moderate,7.2
curd,21.81,14.93,35.21,77.56,glass,14.3,poor,3.98
ice-cream,23.31,3.75,74.09,33.5,plastic,21.7,moderate,-18.3
cheese,30.6,9.16,37.53,55.93,glass,45.4,poor,7.51
flavored_beverage,20.42,4.69,45.74,95.26,metal,19.3,good,4.68
milk,32.35,3.42,68.39,56.85,metal,14.1,good,2.72
ice-cream,33.04,11.67,77.12,64.59,metal,52.9,good,-18.22
curd,28.9,9.82,62.22,63.92,metal,50.3,poor,3.68
milk,27.7,3.55,30.73,97.42,glass,18.5,moderate,3.01
ice-cream,20.36,3.21,58.94,39.84,plastic,66.0,moderate,-17.88
milk,31.6,13.6,89.36,51.65,plastic,53.3,poor,2.61
cheese,36.53,11.44,33.47,13.35,tetrapack,71.3,moderate,9.13
flavored_beverage,36.62,10.68,89.31,11.59,plastic,44.2,moderate,5.74
flavored_beverage,30.04,14.47,81.72,40.07,glass,71.4,good,5.82
milk,26.95,3.3,66.66,53.04,glass,34.0,good,2.22
butter,39.83,6.44,77.42,67.98,tetrapack,69.4,good,7.33
ice-cream,30.72,7.62,85.46,39.81,metal,21.9,poor,-17.78
butter,33.3,16.12,40.99,78.1,plastic,69.6,good,6.13
curd,34.36,14.9,89.64,21.15,tetrapack,69.3,moderate,4.83
flavored_beverage,38.88,2.2,45.7,35.09,glass,29.5,good,5.07
curd,44.88,8.76,51.27,55.8,metal,57.5,poor,4.48
cheese,38.96,1.79,38.18,82.23,tetrapack,3.0,good,8.0
milk,37.36,17.85,86.7,37.33,plastic,61.3,poor,4.61
curd,29.81,7.62,36.52,22.25,glass,4.3,moderate,3.63
curd,25.47,18.56,38.17,28.19,tetrapack,62.9,good,4.36
cheese,23.25,0.45,83.52,48.58,metal,25.7,moderate,9.05
butter,30.55,1.81,62.85,91.65,tetrapack,67.1,moderate,6.17
butter,27.44,6.23,83.43,34.19,glass,7.9,good,6.24
milk,20.46,4.15,79.46,68.64,glass,37.1,poor,3.87
milk,36.4,11.77,78.04,22.19,metal,14.0,poor,4.33
ice-cream,33.01,8.49,36.68,40.99,metal,56.1,good,-18.05
flavored_beverage,30.02,10.77,32.29,67.9,glass,27.3,poor,5.92
flavored_beverage,38.21,6.37,54.21,84.42,metal,70.2,poor,5.05
flavored_beverage,40.19,6.96,85.67,10.66,plastic,8.6,moderate,5.51
milk,30.31,6.4,47.49,29.04,glass,33.0,good,3.04
flavored_beverage,25.11,17.09,48.84,25.33,metal,37.2,moderate,4.61
flavored_beverage,39.72,18.38,57.93,65.17,glass,17.3,moderate,4.94
cheese,33.9,9.0,82.15,18.57,metal,18.8,moderate,7.71
ice-cream,20.0,14.07,44.97,86.23,plastic,35.0,good,-18.84
curd,33.68,14.64,54.69,73.83,metal,65.2,poor,5.0
butter,20.77,1.02,55.23,66.65,tetrapack,56.4,poor,6.23
milk,37.82,2.95,80.67,7.02,tetrapack,49.7,poor,2.88
flavored_beverage,25.5,2.04,82.85,23.65,plastic,67.8,good,6.11
butter,34.52,16.08,49.46,21.39,tetrapack,22.2,poor,6.74
flavored_beverage,27.01,4.76,37.88,39.09,plastic,33.7,moderate,5.46
ice-cream,39.63,3.35,54.24,1.92,tetrapack,10.6,poor,-18.65
curd,23.43,3.83,44.11,87.07,tetrapack,28.1,good,4.91
curd,28.01,14.62,80.17,23.86,glass,18.3,good,4.2
curd,34.72,17.77,56.77,43.42,tetrapack,20.3,moderate,3.53
cheese,40.53,7.77,39.37,45.39,glass,38.0,good,9.38
curd,39.0,8.05,89.58,7.0,plastic,5.3,moderate,5.26
flavored_beverage,28.22,5.03,82.37,88.41,metal,40.7,poor,5.2
milk,35.93,15.39,75.37,30.21,glass,14.5,moderate,3.96
milk,26.24,4.95,60.04,77.93,tetrapack,2.8,good,2.55
milk,36.64,0.62,55.35,18.03,glass,13.9,good,2.4
curd,41.26,2.0,35.27,77.06,tetrapack,44.7,good,3.72
cheese,42.74,2.07,86.45,32.36,glass,64.0,good,9.57
curd,36.28,8.01,73.09,72.61,glass,42.8,poor,5.1
flavored_beverage,42.71,15.76,71.21,29.98,glass,64.2,poor,6.06
curd,44.08,3.0,46.85,71.0,glass,66.3,good,3.51
ice-cream,20.84,4.02,50.93,86.98,tetrapack,51.6,good,-18.65
butter,30.0,12.27,85.43,16.05,glass,3.3,moderate,6.61
cheese,27.19,1.67,73.48,12.21,tetrapack,29.9,good,7.99
curd,31.72,16.06,85.11,67.41,metal,34.4,good,4.35
flavored_beverage,38.76,14.57,77.88,69.54,tetrapack,27.2,good,6.21
ice-cream,23.55,12.57,75.75,11.3,metal,6.0,moderate,-18.66
ice-cream,38.11,3.77,57.26,38.27,tetrapack,38.2,poor,-17.93
cheese,23.29,6.43,61.25,34.8,metal,37.6,moderate,9.81
milk,37.66,12.91,75.75,11.95,metal,5.6,good,2.6
curd,23.1,14.68,87.27,1.39,glass,14.6,good,4.35
ice-cream,38.21,3.28,33.76,95.01,metal,18.3,moderate,-17.98
ice-cream,31.29,14.7,42.81,78.59,tetrapack,52.5,poor,-18.03
milk,23.75,12.22,35.86,12.49,glass,66.1,good,2.66
cheese,26.69,11.51,32.92,32.56,glass,60.8,poor,9.79
curd,25.18,8.28,48.14,4.61,metal,15.2,poor,4.83
flavored_beverage,31.62,8.07,62.44,21.27,glass,7.5,poor,4.31
ice-cream,42.74,10.61,57.84,53.5,tetrapack,44.7,poor,-18.61
curd,42.51,2.16,32.48,34.39,plastic,49.8,good,4.32
cheese,44.63,17.04,41.53,53.66,tetrapack,47.0,good,8.07
butter,27.64,3.08,31.72,24.26,plastic,66.6,moderate,5.1
ice-cream,20.6,14.4,72.16,35.35,plastic,51.6,good,-17.45
cheese,31.13,17.97,74.48,93.56,metal,52.7,moderate,10.27
cheese,26.66,14.75,60.72,64.5,plastic,61.9,poor,9.42
curd,38.66,18.04,56.62,20.44,metal,28.3,moderate,4.33
ice-cream,24.06,1.52,51.15,10.8,tetrapack,52.1,moderate,-18.58
milk,23.32,10.88,44.71,6.41,metal,63.7,good,3.03
curd,29.56,8.32,73.85,91.04,metal,9.3,moderate,3.89
butter,21.36,8.0,88.49,68.42,glass,37.3,moderate,5.63
ice-cream,28.39,9.03,35.71,83.89,metal,65.0,moderate,-19.3
butter,38.88,2.94,87.47,90.6,tetrapack,30.0,good,7.09
flavored_beverage,40.08,11.26,51.21,31.63,plastic,33.9,poor,5.84
flavored_beverage,23.6,2.05,79.41,97.46,metal,58.0,poor,4.3
flavored_beverage,27.61,4.29,83.1,61.77,metal,11.7,good,4.41
ice-cream,20.41,1.13,67.35,76.63,plastic,9.2,good,-18.27
milk,27.99,16.97,84.4,10.12,metal,10.3,good,2.63
curd,23.17,17.54,55.63,27.25,tetrapack,71.0,moderate,5.27
butter,21.47,11.52,36.9,2.17,glass,14.9,moderate,5.94
milk,20.57,15.53,58.23,86.33,plastic,13.1,moderate,3.11
cheese,28.77,9.44,31.92,83.62,metal,16.9,poor,7.88
milk,21.7,11.74,45.89,3.1,metal,57.4,poor,4.04
curd,26.29,15.35,81.86,97.19,metal,38.8,poor,4.73
cheese,26.66,18.33,38.2,32.04,tetrapack,46.1,poor,9.67
cheese,40.04,19.94,68.35,29.93,tetrapack,30.0,poor,9.24
cheese,34.04,4.31,59.32,94.97,metal,70.3,moderate,8.03
butter,41.47,5.64,41.08,15.1,metal,64.0,moderate,5.98
ice-cream,27.16,13.4,55.26,49.63,glass,6.7,good,-17.82
flavored_beverage,32.93,3.83,57.44,59.92,glass,30.3,poor,5.16
cheese,45.0,2.8,45.57,44.97,plastic,44.0,moderate,7.19
ice-cream,25.9,10.12,89.71,27.04,metal,34.4,poor,-18.16
cheese,31.16,7.78,80.48,2.98,metal,50.6,moderate,9.63
ice-cream,23.57,0.63,52.99,69.13,metal,71.3,poor,-18.93
butter,22.64,17.56,38.74,18.9,glass,16.0,poor,5.4
butter,25.65,18.37,59.91,53.97,tetrapack,55.7,poor,5.59
butter,25.9,17.93,49.02,94.7,metal,38.9,good,7.28
ice-cream,42.7,7.71,37.21,69.37,glass,16.0,good,-18.65
cheese,40.29,1.11,72.86,8.38,metal,21.7,poor,9.93
cheese,29.98,16.71,71.4,72.89,plastic,57.0,moderate,8.95
curd,32.2,7.41,61.21,45.47,metal,41.6,poor,3.62
butter,32.04,15.47,39.87,88.1,plastic,33.9,poor,5.45
curd,41.61,16.22,57.39,55.6,plastic,8.1,poor,4.42
butter,40.8,18.32,72.91,78.99,tetrapack,69.3,poor,7.19
ice-cream,22.37,15.94,36.48,8.69,glass,47.3,good,-18.72
curd,28.39,8.01,42.09,48.55,plastic,59.9,good,3.4
flavored_beverage,29.49,8.16,33.93,2.51,tetrapack,27.8,good,5.74
ice-cream,37.71,12.75,47.13,95.86,tetrapack,50.2,moderate,-17.24
ice-cream,39.12,4.56,65.08,27.21,glass,25.3,poor,-18.49
cheese,41.75,2.54,87.22,82.02,tetrapack,48.2,moderate,8.42
butter,22.5,6.81,60.29,13.83,glass,29.6,poor,6.51
flavored_beverage,43.32,9.9,67.47,21.93,tetrapack,67.2,moderate,5.14
cheese,36.84,0.98,83.6,69.01,metal,58.7,good,8.52
curd,26.06,19.98,88.26,17.32,plastic,18.6,moderate,4.76
flavored_beverage,39.37,1.02,70.29,81.99,tetrapack,8.2,good,4.87
milk,37.81,13.55,73.75,37.86,glass,27.4,good,3.19
flavored_beverage,39.78,16.36,34.01,34.57,plastic,12.1,good,5.37
flavored_beverage,43.14,1.97,52.15,33.63,glass,11.5,good,5.35
curd,25.37,5.04,35.79,41.51,plastic,64.1,good,3.17
milk,44.23,18.36,31.66,59.77,metal,23.2,poor,3.5
ice-cream,29.79,12.77,82.43,41.67,plastic,3.6,good,-17.24
ice-cream,36.46,0.13,57.21,7.78,glass,24.4,poor,-18.88
flavored_beverage,20.68,13.94,59.45,14.31,glass,18.2,poor,5.01
cheese,34.6,6.97,67.92,51.76,metal,32.3,good,9.07
cheese,26.15,17.3,52.87,78.03,plastic,7.0,good,9.38
curd,32.8,10.13,36.61,41.65,metal,43.2,good,3.88
milk,20.82,4.38,75.8,8.19,plastic,49.4,moderate,3.85
cheese,25.3,12.76,38.25,63.73,metal,45.7,poor,8.85
ice-cream,30.03,17.87,56.16,46.33,glass,64.5,poor,-18.61
ice-cream,31.98,8.82,57.74,76.36,plastic,13.8,good,-18.46
cheese,38.42,19.49,46.31,16.03,tetrapack,23.1,poor,7.52
butter,43.36,1.56,50.12,42.22,tetrapack,36.3,moderate,6.04
ice-cream,27.79,16.72,46.37,31.67,glass,50.3,poor,-18.31
curd,24.32,18.85,61.95,11.99,metal,39.2,poor,4.32
milk,27.96,3.45,85.66,77.12,metal,44.4,poor,3.63
curd,39.29,3.08,56.43,72.03,metal,49.6,poor,4.67
milk,38.58,3.84,41.61,44.26,metal,7.0,good,3.58
flavored_beverage,43.92,19.05,64.62,53.54,glass,52.1,moderate,4.63
cheese,36.96,7.78,38.78,76.33,plastic,16.0,poor,8.13
curd,31.33,18.4,40.44,55.07,glass,54.7,moderate,4.01
ice-cream,30.1,12.05,41.06,68.16,plastic,52.6,poor,-17.34
flavored_beverage,44.96,0.99,51.01,86.14,metal,34.7,good,4.21
curd,20.7,4.61,88.16,53.78,plastic,64.5,good,3.61
flavored_beverage,35.85,15.77,34.57,50.6,glass,7.4,good,5.55
milk,31.81,7.6,41.25,83.41,tetrapack,32.9,poor,3.15
butter,20.02,4.17,54.48,3.58,glass,19.2,poor,5.86
flavored_beverage,23.64,3.16,54.67,83.54,plastic,56.1,moderate,4.72
butter,37.16,20.0,69.92,42.38,tetrapack,58.5,good,5.84
curd,22.47,4.81,68.51,5.34,glass,9.5,moderate,3.18
flavored_beverage,44.23,14.14,79.8,42.52,plastic,63.5,moderate,5.1
cheese,24.76,8.3,74.13,31.85,plastic,61.5,moderate,9.67
cheese,40.03,3.29,54.49,58.23,glass,6.5,poor,8.75
cheese,21.48,5.47,46.9,43.18,tetrapack,51.7,moderate,9.39
butter,43.77,16.32,87.43,15.89,metal,34.7,moderate,7.07
